50,0.100000,0.000918
50,0.200000,0.007857
50,0.300000,0.027092
50,0.400000,0.065000
50,0.500000,0.125612
50,0.600000,0.213214
50,0.700000,0.340408
50,0.800000,0.510663
50,0.900000,0.726071
50,1.000000,1.000000
51,0.100000,0.001008
51,0.200000,0.008019
51,0.300000,0.027131
51,0.400000,0.065258
51,0.500000,0.123457
51,0.600000,0.216134
51,0.700000,0.342617
51,0.800000,0.516158
51,0.900000,0.730276
51,1.000000,1.000000
52,0.100000,0.001041
52,0.200000,0.008009
52,0.300000,0.026471
52,0.400000,0.063575
52,0.500000,0.125566
52,0.600000,0.217421
52,0.700000,0.343439
52,0.800000,0.509502
52,0.900000,0.725339
52,1.000000,1.000000
53,0.100000,0.000939
53,0.200000,0.008025
53,0.300000,0.026637
53,0.400000,0.064714
53,0.500000,0.125203
53,0.600000,0.217536
53,0.700000,0.340306
53,0.800000,0.508068
53,0.900000,0.729787
53,1.000000,1.000000
54,0.100000,0.001008
54,0.200000,0.007902
54,0.300000,0.026891
54,0.400000,0.064264
54,0.500000,0.124940
54,0.600000,0.213514
54,0.700000,0.342687
54,0.800000,0.513707
54,0.900000,0.728068
54,1.000000,1.000000
55,0.100000,0.000991
55,0.200000,0.008271
55,0.300000,0.027101
55,0.400000,0.063770
55,0.500000,0.124338
55,0.600000,0.216314
55,0.700000,0.342596
55,0.800000,0.515380
55,0.900000,0.731351
55,1.000000,1.000000
56,0.100000,0.001010
56,0.200000,0.008009
56,0.300000,0.026840
56,0.400000,0.063240
56,0.500000,0.125397
56,0.600000,0.215909
56,0.700000,0.340765
56,0.800000,0.511580
56,0.900000,0.726010
56,1.000000,1.000000
57,0.100000,0.000991
57,0.200000,0.007963
57,0.300000,0.026863
57,0.400000,0.065003
57,0.500000,0.124060
57,0.600000,0.215003
57,0.700000,0.344258
57,0.800000,0.513534
57,0.900000,0.726794
57,1.000000,1.000000
58,0.100000,0.001005
58,0.200000,0.008037
58,0.300000,0.026510
58,0.400000,0.064817
58,0.500000,0.125162
58,0.600000,0.214999
58,0.700000,0.341587
58,0.800000,0.513028
58,0.900000,0.729453
58,1.000000,1.000000
59,0.100000,0.000984
59,0.200000,0.007936
59,0.300000,0.027100
59,0.400000,0.064105
59,0.500000,0.123966
59,0.600000,0.215633
59,0.700000,0.340460
59,0.800000,0.514904
59,0.900000,0.727891
59,1.000000,1.000000
60,0.100000,0.000994
60,0.200000,0.007919
60,0.300000,0.027469
60,0.400000,0.065371
60,0.500000,0.125774
60,0.600000,0.215313
60,0.700000,0.344506
60,0.800000,0.510316
60,0.900000,0.728930
60,1.000000,1.000000
61,0.100000,0.001028
61,0.200000,0.008058
61,0.300000,0.027369
61,0.400000,0.064046
61,0.500000,0.126091
61,0.600000,0.215949
61,0.700000,0.342984
61,0.800000,0.514282
61,0.900000,0.729230
61,1.000000,1.000000
62,0.100000,0.000978
62,0.200000,0.008091
62,0.300000,0.026494
62,0.400000,0.063829
62,0.500000,0.125225
62,0.600000,0.214992
62,0.700000,0.341803
62,0.800000,0.511925
62,0.900000,0.728292
62,1.000000,1.000000
63,0.100000,0.000932
63,0.200000,0.007983
63,0.300000,0.026844
63,0.400000,0.064289
63,0.500000,0.124802
63,0.600000,0.216187
63,0.700000,0.341643
63,0.800000,0.511017
63,0.900000,0.726524
63,1.000000,1.000000
64,0.100000,0.000960
64,0.200000,0.007993
64,0.300000,0.026930
64,0.400000,0.063868
64,0.500000,0.124424
64,0.600000,0.216806
64,0.700000,0.343534
64,0.800000,0.510537
64,0.900000,0.727847
64,1.000000,1.000000
65,0.100000,0.000962
65,0.200000,0.008127
65,0.300000,0.027198
65,0.400000,0.063988
65,0.500000,0.126511
65,0.600000,0.216255
65,0.700000,0.342720
65,0.800000,0.512065
65,0.900000,0.727564
65,1.000000,1.000000
66,0.100000,0.000983
66,0.200000,0.007955
66,0.300000,0.027382
66,0.400000,0.063855
66,0.500000,0.125066
66,0.600000,0.215406
66,0.700000,0.342592
66,0.800000,0.512981
66,0.900000,0.730944
66,1.000000,1.000000
67,0.100000,0.000960
67,0.200000,0.008141
67,0.300000,0.027283
67,0.400000,0.063313
67,0.500000,0.124810
67,0.600000,0.217827
67,0.700000,0.342323
67,0.800000,0.513078
67,0.900000,0.729840
67,1.000000,1.000000
68,0.100000,0.000978
68,0.200000,0.008101
68,0.300000,0.026997
68,0.400000,0.063912
68,0.500000,0.124930
68,0.600000,0.214742
68,0.700000,0.343563
68,0.800000,0.509857
68,0.900000,0.728709
68,1.000000,1.000000
69,0.100000,0.000973
69,0.200000,0.008169
69,0.300000,0.027064
69,0.400000,0.064568
69,0.500000,0.124365
69,0.600000,0.214967
69,0.700000,0.344352
69,0.800000,0.510803
69,0.900000,0.730351
69,1.000000,1.000000
70,0.100000,0.001005
70,0.200000,0.008020
70,0.300000,0.027293
70,0.400000,0.064432
70,0.500000,0.125027
70,0.600000,0.214523
70,0.700000,0.342053
70,0.800000,0.514505
70,0.900000,0.731385
70,1.000000,1.000000
71,0.100000,0.000980
71,0.200000,0.008013
71,0.300000,0.027539
71,0.400000,0.065331
71,0.500000,0.125903
71,0.600000,0.217986
71,0.700000,0.342472
71,0.800000,0.513253
71,0.900000,0.730487
71,1.000000,1.000000
72,0.100000,0.000973
72,0.200000,0.007948
72,0.300000,0.027113
72,0.400000,0.064269
72,0.500000,0.124346
72,0.600000,0.216717
72,0.700000,0.343561
72,0.800000,0.508820
72,0.900000,0.729158
72,1.000000,1.000000
73,0.100000,0.000949
73,0.200000,0.007927
73,0.300000,0.026674
73,0.400000,0.064313
73,0.500000,0.125346
73,0.600000,0.217136
73,0.700000,0.342273
73,0.800000,0.511817
73,0.900000,0.728069
73,1.000000,1.000000
74,0.100000,0.000972
74,0.200000,0.007914
74,0.300000,0.026842
74,0.400000,0.063078
74,0.500000,0.124691
74,0.600000,0.215445
74,0.700000,0.342250
74,0.800000,0.512912
74,0.900000,0.727848
74,1.000000,1.000000
75,0.100000,0.000977
75,0.200000,0.007864
75,0.300000,0.027190
75,0.400000,0.064361
75,0.500000,0.125035
75,0.600000,0.214454
75,0.700000,0.343858
75,0.800000,0.511722
75,0.900000,0.728782
75,1.000000,1.000000
76,0.100000,0.001010
76,0.200000,0.007994
76,0.300000,0.026913
76,0.400000,0.063926
76,0.500000,0.125690
76,0.600000,0.216558
76,0.700000,0.344083
76,0.800000,0.511522
76,0.900000,0.728549
76,1.000000,1.000000
77,0.100000,0.000971
77,0.200000,0.007970
77,0.300000,0.026808
77,0.400000,0.063896
77,0.500000,0.125824
77,0.600000,0.215844
77,0.700000,0.341408
77,0.800000,0.511511
77,0.900000,0.729187
77,1.000000,1.000000
78,0.100000,0.001012
78,0.200000,0.007992
78,0.300000,0.026789
78,0.400000,0.064081
78,0.500000,0.124441
78,0.600000,0.217743
78,0.700000,0.343065
78,0.800000,0.512908
78,0.900000,0.729008
78,1.000000,1.000000
79,0.100000,0.000974
79,0.200000,0.007967
79,0.300000,0.026922
79,0.400000,0.064164
79,0.500000,0.124041
79,0.600000,0.215582
79,0.700000,0.343125
79,0.800000,0.511096
79,0.900000,0.727564
79,1.000000,1.000000
80,0.100000,0.001010
80,0.200000,0.007924
80,0.300000,0.026862
80,0.400000,0.063681
80,0.500000,0.125852
80,0.600000,0.217466
80,0.700000,0.341675
80,0.800000,0.510626
80,0.900000,0.730197
80,1.000000,1.000000
81,0.100000,0.000985
81,0.200000,0.008087
81,0.300000,0.027028
81,0.400000,0.064147
81,0.500000,0.126113
81,0.600000,0.217218
81,0.700000,0.343624
81,0.800000,0.510220
81,0.900000,0.729993
81,1.000000,1.000000
